"empresa"	"titulo_reclamacao"	"status_reclamacao"	"local_reclamacao"	"tempo_reclamacao"	"minutos"
"Ponto Frio - Loja Online"	"Produto chega errado e a empresa está enrolando para resolver meu problema"	"Resolvido"	"Campinas"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Cobrança a jato, mas devolução e correção bem vagarosas"	"Resolvido"	"Niterói"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Atraso na entrega de presente / falta de informação"	"Resolvido"	"São Paulo"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Comunicação indevida"	"Não Resolvido"	"São Paulo"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Produto entregue a um desconhecido"	"Resolvido"	"Rio de Janeiro"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Promoção de pontos com a Tudo Azul"	"Resolvido"	"São Paulo"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Compra cancelada sem estorno"	"Resolvido"	"Valinhos"	"Há 25 dias"	36000
"Ponto Frio - Loja Online"	"Atraso na entrega"	"Não Resolvido"	"Bertioga"	"Há 25 dias"	36000
"Ponto Frio - Loja Online"	"Propaganda enganosa DESRESPEITO COM O CONSUMIDOR"	"Resolvido"	"Caçapava"	"Há 25 dias"	36000
"Ponto Frio - Loja Online"	"Propaganda Enganosa - Atraso na entrega"	"Não Resolvido"	"São Paulo"	"Há 25 dias"	36000
"Ponto Frio - Loja Online"	"Geladeira aço inox enferrujada"	"Resolvido"	"Rio de Janeiro"	"Há 25 dias"	36000
"Ponto Frio - Loja Online"	"Produto não entregue no prazo"	"Resolvido"	"Brasília"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Análise de Pagamento Ponto Frio"	"Resolvido"	"Rio de Janeiro"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Transportadora SEQUOIA não entrega"	"Resolvido"	"São Paulo"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Aprovação pós cancelamento e reversão do cancelamento"	"Resolvido"	"Guarulhos"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"COMPRAS PONTO FRIO - MILHAS NÃO CONTABILIZADAS NA TUDOAZUL"	"Resolvido"	"Rio de Janeiro"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"ATRASO NA ENTREGA E FALTA DE INFORMAÇÕES"	"Resolvido"	"Rio de Janeiro"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Recebi o aparelho e ao ligar pegou fogo"	"Resolvido"	"Natal"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Caixa do iPhone veio vazia"	"Resolvido"	"Torres"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Semana do consumidor suspeita"	"Resolvido"	"São Paulo"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Produto reembalado."	"Não Resolvido"	"São Paulo"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"SAMSUNG A10S NÃO LIGAVA"	"Resolvido"	"Maracanaú"	"Há 23 dias"	33120
"Ponto Frio - Loja Online"	"Promoção de pontos cartão tudo azul"	"Resolvido"	"Fortaleza"	"Há 23 dias"	33120
"Ponto Frio - Loja Online"	"Não cumprem o prometido"	"Resolvido"	"São Paulo"	"Há 23 dias"	33120
"Ponto Frio - Loja Online"	"Produto não entregue"	"Resolvido"	"Curitiba"	"Há 23 dias"	33120
"Ponto Frio - Loja Online"	"Sem comunicação"	"Resolvido"	"Belo Horizonte"	"Há 23 dias"	33120
"Ponto Frio - Loja Online"	"Não creditados pontos da promoção Ponto Frio / Tudo Azul de 13 pontos por real gasto (Fevereiro/2021)."	"Resolvido"	"Goiânia"	"Há 23 dias"	33120
"Ponto Frio - Loja Online"	"Atraso na Entrega"	"Resolvido"	"Belo Horizonte"	"Há 23 dias"	33120
"Ponto Frio - Loja Online"	"Pontos Tudo Azul não creditados."	"Resolvido"	"Salvador"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Logística de Entrega"	"Resolvido"	"São José"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Atraso no Estorno"	"Resolvido"	"Pedrão"	"Há 24 dias"	34560
"Ponto Frio - Loja Online"	"Fogão Amassado"	"Não Resolvido"	"São Paulo"	"Há 21 dias"	30240
"Ponto Frio - Loja Online"	"Estorno do valor de um dos produtos"	"Resolvido"	"Duque de Caxias"	"Há 21 dias"	30240
"Ponto Frio - Loja Online"	"Demora no estorno do valor pago!"	"Resolvido"	"Duque de Caxias"	"Há 22 dias"	31680
"Ponto Frio - Loja Online"	"Tentativa de entrega que não aconteceu atrasou em muito a previsão!"	"Resolvido"	"Rio de Janeiro"	"Há 22 dias"	31680
"Ponto Frio - Loja Online"	"Consta como pedido entregue no site, mas não foi"	"Resolvido"	"Aparecida de Goiânia"	"Há 22 dias"	31680
"Ponto Frio - Loja Online"	"PAGUE À VISTA E NÃO RECEBI MINHA TV SAMSUNG"	"Resolvido"	"Santana de Parnaíba"	"Há 22 dias"	31680
"Ponto Frio - Loja Online"	"Atraso na entrega"	"Resolvido"	"São Paulo"	"Há 22 dias"	31680
"Ponto Frio - Loja Online"	"Empresa não entrega o produto"	"Não Resolvido"	"São Paulo"	"Há 22 dias"	31680
"Ponto Frio - Loja Online"	"Produto anunciado indisponível"	"Não Resolvido"	"Belo Horizonte"	"Há 23 dias"	33120
"Ponto Frio - Loja Online"	"Exclusão dos dados pessoais"	"Resolvido"	"Jaboatão dos Guararapes"	"Há 23 dias"	33120
"Ponto Frio - Loja Online"	"Não recebi"	"Resolvido"	"Belo Horizonte"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Atraso para entrega"	"Não Resolvido"	"Curitiba"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Estorno não realizado - Lista de Casamento"	"Resolvido"	"São Paulo"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"PRODUTO NÃO CHEGOU E MARCOU QUE FOI ENTREGUE"	"Resolvido"	"Araçariguama"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Frete gratuito cobrado ao fechar pedido"	"Resolvido"	"Ponte Nova"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Excluir meu cadastro do site"	"Resolvido"	"Belo Horizonte"	"Há 21 dias"	30240
"Ponto Frio - Loja Online"	"Pedido extraviado nos correios"	"Não Resolvido"	"Angra dos Reis"	"Há 21 dias"	30240
"Ponto Frio - Loja Online"	"PRAZO DE ENTREGA NÃO BATE COM O PROMETIDO NO ATO DA COMPRA"	"Resolvido"	"Rio de Janeiro"	"Há 21 dias"	30240
"Ponto Frio - Loja Online"	"Comprei paguei a vista recebe mercadoria com defeito."	"Resolvido"	"Itabira"	"Há 21 dias"	30240
"Ponto Frio - Loja Online"	"Não consigo rastrear o produto"	"Não Resolvido"	"Três Marias"	"Há 21 dias"	30240
"Ponto Frio - Loja Online"	"Problema com pontos Livelo"	"Resolvido"	"Gravataí"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Entrega não efetuada. Empresa inacessível."	"Resolvido"	"João Pessoa"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Excluir Conta"	"Resolvido"	"Gramado"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Propaganda enganosa - Crédito de pontos Latam Pass não efetuados pelo Pontofrio"	"Resolvido"	"São Paulo"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Ponto Frio Online não permite exclusão dos dados do cartão de cartão de crédito"	"Resolvido"	"São Paulo"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Solicitação"	"Não Resolvido"	"São Paulo"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Ponto Frio atrasou muito a entrega cobrando frete"	"Resolvido"	"Duque de Caxias"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Já receberam o produto de volta e não querem devolver meu dinheiro"	"Não Resolvido"	"Jucurutu"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Falta de peça do produto"	"Resolvido"	"Curitiba"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Promoção enganosa"	"Resolvido"	"Cuiabá"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Ponto Frio Não Entrega"	"Resolvido"	"São Paulo"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"Produto entregue de forma incompleta"	"Resolvido"	"São Paulo"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"Não garantem a entrega no dia que foi determinado na loja"	"Resolvido"	"São Gonçalo"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"Comprei 2 e só entregaram 1"	"Resolvido"	"São Paulo"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"PEDIDO 257659948 ACER"	"Resolvido"	"Canoas"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"Reembolso de Produtos devolvidos"	"Não Resolvido"	"Campinas"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"Cancelaram meu peido sem motivos"	"Não Resolvido"	"Belo Horizonte"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Produto não entregue conforme reportado no site"	"Resolvido"	"Salto"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Produto chegou quebrado"	"Resolvido"	"São Paulo"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"PRODUTO COM DEFEITO PONTO FRIO"	"Não Resolvido"	"Londrina"	"Há 20 dias"	28800
"Ponto Frio - Loja Online"	"Pedido foi parcialmente entregue. Ponto Frio não sabe resolver."	"Resolvido"	"São Paulo"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"DEMORA NA DEVOLUÇÃO"	"Resolvido"	"São Paulo"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"Descaso e informação de entrega [editado_RA]"	"Resolvido"	"Igaratinga"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"Retirar ou receber o produto em casa"	"Não Resolvido"	"Fortaleza"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"Não recebi o produto entrega atrasada em uma semana"	"Resolvido"	"São Paulo"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"Entrega de cooktop com defeito...logística reversa e troca com prazo a perder de vista."	"Resolvido"	"São Paulo"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"Estorno não recebido"	"Resolvido"	"Mauá"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"Atraso na Entrega"	"Resolvido"	"Salvador"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"Produto chegou quebrado"	"Resolvido"	"Belo Horizonte"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"Erro compra com cartao presente"	"Resolvido"	"Serra"	"Há 19 dias"	27360
"Ponto Frio - Loja Online"	"Ponto Frio não processa meu cancelamento"	"Resolvido"	"Belo Horizonte"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"Propaganda enganosa e mal atendimento no chat"	"Não Resolvido"	"São Lourenço"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"CANCELARAM MEU PEDIDO E NÃO ME INFORMARAM O MOTIVO"	"Não Resolvido"	"Campinas"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"Cancelamento unilateral de compra"	"Resolvido"	"Brasília"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"Atraso na entrega e mais de uma promessa descumprida."	"Resolvido"	"São Paulo"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"Pontos Dotz não foram creditados"	"Resolvido"	"Brasília"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"Ponto frio está destratando os seus clientes"	"Não Resolvido"	"Jaboatão dos Guararapes"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"ESSA LOJA NÃO É SÉRIA!!!"	"Não Resolvido"	"Canoas"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"Novo prazo de entrega não cumprido !"	"Não Resolvido"	"Rio de Janeiro"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"Propaganda enganosa"	"Resolvido"	"Belo Horizonte"	"Há 18 dias"	25920
"Ponto Frio - Loja Online"	"Apenas a nota fiscal"	"Resolvido"	"São Paulo"	"Há 17 dias"	24480
"Ponto Frio - Loja Online"	"Compra Incompleta e atendimento com falta de respeito"	"Resolvido"	"Belo Horizonte"	"Há 17 dias"	24480
"Ponto Frio - Loja Online"	"Pedido Sumiu nos correios e Ponto Frio não dá resposta"	"Resolvido"	"Belém"	"Há 17 dias"	24480
"Ponto Frio - Loja Online"	"Data de entrega diferente do anúncio"	"Resolvido"	"Mogi das Cruzes"	"Há 17 dias"	24480
"Ponto Frio - Loja Online"	"Produto não entregue"	"Não Resolvido"	"Curitiba"	"Há 17 dias"	24480
"Ponto Frio - Loja Online"	"Não passam informações verdadeiras"	"Resolvido"	"São Bernardo do Campo"	"Há 17 dias"	24480
"Ponto Frio - Loja Online"	"Atraso na Entrega -Retido na fiscalização"	"Resolvido"	"Barra do Garças"	"Há 17 dias"	24480
"Ponto Frio - Loja Online"	"Sem atendimento ao cliente"	"Resolvido"	"São Paulo"	"Há 17 dias"	24480
"Ponto Frio - Loja Online"	"Demora de aprovação e demora de estorno"	"Resolvido"	"São Paulo"	"Há 17 dias"	24480
"Ponto Frio - Loja Online"	"Atraso, silêncio e falta de providências"	"Resolvido"	"Rio de Janeiro"	"Há 17 dias"	24480
"Ponto Frio - Loja Online"	"Pontos da promoção"	"Resolvido"	"Guaramirim"	"Há 14 dias"	20160
"Ponto Frio - Loja Online"	"Não tem informação do pedido"	"Resolvido"	"Cianorte"	"Há 15 dias"	21600
"Ponto Frio - Loja Online"	"Ponto Frio não fez estorno do IPhone devolvido"	"Resolvido"	"Orlândia"	"Há 15 dias"	21600
"Ponto Frio - Loja Online"	"A transportadora lançou informção falsa"	"Resolvido"	"Cajamar"	"Há 16 dias"	23040
"Ponto Frio - Loja Online"	"Insatisfação"	"Resolvido"	"Montes Claros"	"Há 16 dias"	23040
"Ponto Frio - Loja Online"	"RECLAMAÇÃO DE PONTUAÇÃO"	"Resolvido"	"Recife"	"Há 16 dias"	23040
"Ponto Frio - Loja Online"	"PRODUTO SEM RASTREAMENTO E SEM CONFIRMAÇÃO DE ENVIO"	"Resolvido"	"Cuiabá"	"Há 16 dias"	23040
"Ponto Frio - Loja Online"	"NÃO COMPREM NESSA EMPRESA, PROPAGANDA ENGANOSA!"	"Não Resolvido"	"Curitiba"	"Há 16 dias"	23040
"Ponto Frio - Loja Online"	"Atraso e falta de respeito"	"Resolvido"	"Catalão"	"Há 17 dias"	24480
"Ponto Frio - Loja Online"	"Solicitação de devolução sem retorno"	"Resolvido"	"Barão de Cocais"	"Há 17 dias"	24480
"Ponto Frio - Loja Online"	"Indignado com o tempo de entrega"	"Resolvido"	"Belo Horizonte"	"Há 13 dias"	18720
"Ponto Frio - Loja Online"	"RECLAMAÇÃO DE PONTUAÇÃO"	"Resolvido"	"Recife"	"Há 13 dias"	18720
"Ponto Frio - Loja Online"	"Entrega"	"Resolvido"	"Palmas"	"Há 13 dias"	18720
"Ponto Frio - Loja Online"	"TV entregue totalmente quebrada e site pede 18 dias úteis para coletar e depois analisar a troca"	"Resolvido"	"Macaé"	"Há 13 dias"	18720
"Ponto Frio - Loja Online"	"Não consigo trocar e nem cancelar a compra"	"Não Resolvido"	"Piracicaba"	"Há 13 dias"	18720
"Ponto Frio - Loja Online"	"Meu pedido não foi entregue"	"Resolvido"	"Guarulhos"	"Há 14 dias"	20160
"Ponto Frio - Loja Online"	"PEDIDO NÃO ENTREGUE DENTRO DO PRAZO"	"Resolvido"	"Timon"	"Há 14 dias"	20160
"Ponto Frio - Loja Online"	"17 dias para Entregar. No momento da compra o prazo foi de 2 dias"	"Resolvido"	"São Paulo"	"Há 14 dias"	20160
"Ponto Frio - Loja Online"	"Garantia estendida não veio"	"Resolvido"	"Duque de Caxias"	"Há 14 dias"	20160
"Ponto Frio - Loja Online"	"Quero meu dinheiro de volta"	"Resolvido"	"Parnamirim"	"Há 14 dias"	20160
"Ponto Frio - Loja Online"	"Propaganda enganosa"	"Não Resolvido"	"Ferraz de Vasconcelos"	"Há 12 dias"	17280
"Ponto Frio - Loja Online"	"Atraso na entrega."	"Resolvido"	"São Paulo"	"Há 12 dias"	17280
"Ponto Frio - Loja Online"	"Alteração de Endereço de retirada"	"Não Resolvido"	"Esteio"	"Há 12 dias"	17280
"Ponto Frio - Loja Online"	"Comprei, paguei, mas não recebi"	"Resolvido"	"Rio de Janeiro"	"Há 12 dias"	17280
"Ponto Frio - Loja Online"	"Muito Atraso na entrega"	"Resolvido"	"Caraguatatuba"	"Há 12 dias"	17280
"Ponto Frio - Loja Online"	"Entrega errada"	"Resolvido"	"Rio de Janeiro"	"Há 13 dias"	18720
"Ponto Frio - Loja Online"	"TRANSPORTADORA MENTE QUE FOI ATÉ O LOCAL E NÃO FOI"	"Resolvido"	"São Paulo"	"Há 13 dias"	18720
"Ponto Frio - Loja Online"	"PONTOS NAO CREDITADOS"	"Resolvido"	"Fortaleza"	"Há 13 dias"	18720
"Ponto Frio - Loja Online"	"Não cumpriram duas vezes o prazo e agora ninguém sabe onde está meu pedido!"	"Resolvido"	"Curitiba"	"Há 13 dias"	18720
"Ponto Frio - Loja Online"	"PRODUTO NÃO ENTREGUE - PRAZO ESGOTADO"	"Resolvido"	"Joinville"	"Há 13 dias"	18720
"Ponto Frio - Loja Online"	"Compra cancelada/arrependimento pelo app logo após confirmação."	"Resolvido"	"Porto Alegre"	"Há 8 dias"	11520
"Ponto Frio - Loja Online"	"SAC não enviou o DANFE por e-mail"	"Resolvido"	"Rio de Janeiro"	"Há 9 dias"	12960
"Ponto Frio - Loja Online"	"Empresa que não dá retorno"	"Resolvido"	"Natal"	"Há 9 dias"	12960
"Ponto Frio - Loja Online"	"PONTO FRIO - propõe solução mas não a cumpre #pin[editado_RA]"	"Resolvido"	"Franca"	"Há 10 dias"	14400
"Ponto Frio - Loja Online"	"Impossível concluir a compra do playstation no site"	"Não Resolvido"	"Divinópolis"	"Há 10 dias"	14400
"Ponto Frio - Loja Online"	"Entrega Atrasada"	"Resolvido"	"Fortaleza"	"Há 11 dias"	15840
"Ponto Frio - Loja Online"	"Cadê o produto?"	"Resolvido"	"Ponta Grossa"	"Há 11 dias"	15840
"Ponto Frio - Loja Online"	"2 pedidos cancelados sem aviso"	"Não Resolvido"	"São João"	"Há 11 dias"	15840
"Ponto Frio - Loja Online"	"Estorno"	"Resolvido"	"Mauá"	"Há 11 dias"	15840
"Ponto Frio - Loja Online"	"Cancelamento do Pedido"	"Não Resolvido"	"Aparecida de Goiânia"	"Há 11 dias"	15840
"Ponto Frio - Loja Online"	"não cumprem com o que mostram"	"Resolvido"	"Belo Jardim"	"Há 4 dias"	5760
"Ponto Frio - Loja Online"	"Preciso do Xml ou segunda via da Nf"	"Resolvido"	"Registro"	"Há 5 dias"	7200
"Ponto Frio - Loja Online"	"Não recebi os pontos da parceria do Ponto Frio com o Tudo Azul"	"Resolvido"	"Caxias do Sul"	"Há 5 dias"	7200
"Ponto Frio - Loja Online"	"Comprei o produto e não tenho dados de rastreamento"	"Resolvido"	"Rio de Janeiro"	"Há 6 dias"	8640
"Ponto Frio - Loja Online"	"Estorno do dinheiro já efetivado"	"Resolvido"	"Juiz de Fora"	"Há 6 dias"	8640
"Ponto Frio - Loja Online"	"Pontos"	"Resolvido"	"Belo Horizonte"	"Há 6 dias"	8640
"Ponto Frio - Loja Online"	"Produto não recebido."	"Resolvido"	"Guarujá"	"Há 6 dias"	8640
"Ponto Frio - Loja Online"	"Valor a receber"	"Resolvido"	"São Paulo"	"Há 6 dias"	8640
"Ponto Frio - Loja Online"	"Cancelamento de compra sem contato"	"Não Resolvido"	"São Paulo"	"Há 7 dias"	10080
"Ponto Frio - Loja Online"	"Não consigo solicitar a exclusão e anonimização de dados"	"Resolvido"	"Sumaré"	"Há 7 dias"	10080
"Casas Bahia - Loja Online"	"O produto foi cancelado , quero o estorno do meu cartão"	"Resolvido"	"Queimados"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Produto consta como entregue, porém não houve a entrega."	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Propaganda enganosa"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Selo Tudo Azul não apareceu na finalização da compra."	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Cancelei meu produto no site casas bahia e mesmo assim colocaram na transportadora"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Como fica Casas Bahia!!! Não comprei nada quebrado."	"Resolvido"	"Santa Maria Madalena"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"2010308027370 número protocolo Compra realizada para retirada rápida na loja em 2 horas cheguei na loja as 15:40 sai da loja as 17:51 e nao retirei o produto andei 30km pedi 60 reais do carreto que ia buscar so prejuízo e o atendente vem me dizer que reti"	"Não Resolvido"	"Jandira"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"TRÊS datas de retirada descumprida, um desrespeito com quem confia"	"Resolvido"	"Francisco Morato"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Não cumpre prazo de entrega"	"Resolvido"	"Jaboatão dos Guararapes"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"DECEPÇÃO"	"Não Resolvido"	"Brasília"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"ESTORNO NÃO OCORREU"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Sem troca de produto."	"Não Resolvido"	"Serra"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"CASA BAHIA NÃO ENTREGA PRODUTO NO PRAZO PREVISTO"	"Resolvido"	"Barra Bonita"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Produto danificado  ou faltando  peças"	"Não Resolvido"	"Salvador"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Produto NÃO ENTREGUE"	"Resolvido"	"Campinas"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"ACESSO"	"Não Resolvido"	"Campinas"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Casas Bahia não entrega meu fogão e meu colchão"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Pagamento em análise há mais de 2 dias"	"Não Resolvido"	"Manaus"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Problemas ao retirar o produto na loja física."	"Resolvido"	"São Caetano do Sul"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Entrega Incompleta !!!"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"PESSIMO ATENDIMENTO DO POS VENDA. AREA DE CREDITO"	"Resolvido"	"Contagem"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Não disponível para entregar"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Não cumprem prazos"	"Não Resolvido"	"Osasco"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Não me reembolsaram"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Dificuldade de trocar item enviado errado ."	"Resolvido"	"Salvador"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Falta de respeito com o cliente"	"Resolvido"	"Candeias"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Casas Bahia - Vende e não entrega - ENTREGA RAPIDA ENGANOSA!"	"Resolvido"	"Santos"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Quero estorno do meu valor pago"	"Resolvido"	"Araguari"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"IMPRESSORA SEM CABEÇAS DE IMPRESSÃO"	"Resolvido"	"Maracanaú"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Guarda roupas empenado"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Nao trocam minha corrediça"	"Resolvido"	"Embu-Guaçu"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Total insatisfação em relação recolhimento/ Troca"	"Resolvido"	"Piracicaba"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Mais de um mês para devolução do Depurador"	"Resolvido"	"Poá"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Não houve entrega da totalidade dos produtos comprados"	"Resolvido"	"Varginha"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Troca Modelador"	"Resolvido"	"Caçapava"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"DEMORA TROCA"	"Resolvido"	"Cachoeiro de Itapemirim"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"produto nao entregue 1 mes de atraso sem satisfaçao"	"Não Resolvido"	"Fortaleza"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Pagamento em analize"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Casas Bahia - Loja Online"	"Não recebei a mercadoria"	"Resolvido"	"Lagoa de Dentro"	"Há 1 mês"	43200
